cust_unique_id,age,gender,ethnicity_group,geo_region,net_salary,other_income,observed_income,housing_spend,childcare_spend,gambling_spend,observed_surplus,credit_score,savings_bal_lbg,annual_net_savings_lbg
7652,37,F,White British,Scotland,50381.93,NA,50381.93,NA,0,0,50381.93,1699.43,445365.68,20021.98
7653,37,F,White British,Scotland,51646.02,9665.65,61311.67,21798.74,0,0,39512.93,1727.05,456374.91,22203.74
7654,42,M,White Other,Southeast,56859.07,20841.15,77700.22,27270.33,0,0,50429.89,1895.25,833816.64,0
7655,31,F,White British,Southeast,62344.96,NA,62344.96,26098.26,0,0,57627.27,2064.1,339029.2,23129.18
7656,51,M,White British,Southeast,66506.71,20205.35,86712.07,NA,0,0,86712.07,2031.66,1476331.46,29095.09
7657,58,M,White British,Southeast,72206.07,21580.99,93787.06,29762.94,0,0,64024.12,2153.45,2055616.1,27550.89
7658,58,M,White British,Southeast,72013.6,20083.16,92096.75,28840.39,0,0,63256.36,2138.29,2030089.71,27815.42
7659,55,M,White British,Scotland,57045.83,11866.06,68911.89,24741.26,0,0,44170.62,1821.59,1269205.4,28394.2
7660,57,M,White British,Southeast,71165.76,NA,71165.76,NA,0,0,71165.76,2162.56,1914388.15,0
7661,46,M,White British,Scotland,56530.26,11262.18,67792.44,22340.72,0,0,45451.72,1834.75,912352.42,27761.76
7662,42,M,White British,Southeast,70782.07,18607.89,89389.96,29646.28,0,0,59743.68,2097.09,988469.25,30038.57
7663,43,F,White British,North,51494.39,11252.83,62747.22,22673.13,0,0,40074.09,1704.48,685741.79,24555.73
7664,56,M,White Other,Southeast,62797.36,16605.7,79403.06,23724.6,0,0,55678.46,1994.46,1669363.36,34242.49
7665,66,M,White British,Midlands,57379.24,10387.59,67766.83,NA,0,0,67766.83,1868.24,1832954.51,35126.35
7666,38,F,White British,Wales,48289.29,6528.87,54818.16,NA,0,0,54818.16,1496.86,379848.09,15050.72
7667,40,M,White British,Southeast,68540.88,20835.46,89376.34,29820.44,9250.05,0,50305.86,1909.66,732737.87,26188.72
7668,49,F,White British,Southeast,65382.29,18301.7,83683.99,NA,0,0,83683.99,PROMO34,1320976.96,32937.79
7669,68,F,White British,Southeast,67137.4,20702.3,87839.7,24162.3,0,0,63677.4,2136.75,2654567.92,27715.31
7670,58,M,White British,Scotland,55554.76,12704,68258.76,20792.29,0,0,47466.48,1878.28,1506439.32,32436.32
7671,55,F,White British,Scotland,50572.99,NA,50572.99,21536.9,0,0,40705.14,1685.2,1166554.2,25636.86
7672,22,F,White British,Southeast,61006.98,17622.84,78629.82,30113.5,9389.76,0,39126.56,1673.55,0,17814.87
7673,49,M,White British,Scotland,53551.66,10925.26,64476.92,22652.09,0,0,41824.83,1712.02,964287.12,25026.45
7674,16,M,White British,Scotland,50789.77,7927.36,58717.13,22624.42,0,0,36092.71,1641.88,0,16313.9
7675,24,Other,White British,Southeast,62241.33,NA,62241.33,NA,0,0,62241.33,1966.04,0,19404.66
7676,34,M,White British,Southeast,69275.76,16427.93,85703.69,NA,0,0,85703.69,1953.88,480654.72,25132.76
7677,23,M,White British,Southeast,66198.38,19043.06,85241.44,29339.62,0,0,55901.82,1984.82,0,20540.95
7678,39,F,Afro-Carribbean,Southwest,53880.97,12119.74,66000.71,22091.11,0,0,43909.6,1760.88,589234.43,25458.25
7679,18,F,White Other,Southeast,51401.15,14471.94,65873.08,28103.56,0,0,37769.53,1645.77,0,17688.44
7680,51,F,South Asian,Midlands,42209.85,0,42209.85,14334.53,0,0,27875.32,1471.91,681809.8,17828.45
7681,52,M,White British,Scotland,55618.64,10817.33,66435.96,21331.03,0,0,45104.93,1759.18,1167427.11,28428.52
7682,50,F,South Asian,Midlands,38193.75,0,38193.75,16295.54,0,0,21898.21,1374.44,504016.16,20889.39
7683,33,F,White British,Scotland,47934.16,10014.15,57948.31,23080.47,0,0,34867.85,1587.02,271706.56,16705.06
7684,49,M,White British,Midlands,55943.45,13340.89,69284.35,25062.38,0,0,44221.96,1781.48,1012528.91,22026.43
7685,54,M,White Other,Southeast,60113.7,17894.04,78007.74,25503.21,0,0,52504.53,1926.5,1469977.02,35829.35
7686,59,F,White British,Southeast,68779.79,19167.79,87947.57,26339.61,0,0,61607.96,2158.42,2036880.92,28325.74
7687,59,F,White British,Southeast,65649.06,20336.5,85985.56,NA,0,0,85985.56,2049.87,1937337.04,38634.98
7688,23,F,White British,Southeast,61348.22,NA,61348.22,29399.59,0,0,53349.95,1934.53,0,0
7689,44,Other,White British,Southeast,65005.4,18830.25,83835.64,30781.32,0,0,53054.32,1932.9,974777.51,29521.43
7690,42,M,South Asian,Scotland,74874.53,13382.91,88257.44,30537.26,0,500.02,57220.16,2033.2,940926.84,31110.08
7691,68,M,White British,Southeast,73987,NA,73987,30447.73,0,0,63433.37,2198.51,2645551.26,0
7692,68,M,White British,Scotland,-1000,NA,57875.54,21567.21,0,0,49148.52,1841.76,2029193,20917.04
7693,39,M,White British,Southeast,69729.81,19235.16,88964.97,28125.94,0,0,60839.03,2072.47,829992.93,26078.04
7694,63,F,White British,Scotland,54817.74,11802.91,66620.65,22041.83,0,0,44578.83,1811.21,1624573.8,32417.56
7695,62,M,White British,Southeast,76490.52,21281.88,97772.4,30043.91,0,501.44,67227.05,2261.94,2420917.91,30669.72
7696,39,M,White British,Southeast,67538.37,19697.87,87236.24,NA,0,0,87236.24,2054.42,805818.37,28206.78
7697,54,F,South Asian,Southwest,42352.27,0,42352.27,16630.82,0,0,25721.45,PROMO34,696277.49,20734.86
7698,41,F,White British,Scotland,51197.36,10820.96,62018.32,22730.12,0,0,39288.2,1677.02,600999.12,16995.65
7699,24,F,White British,Southeast,62202.44,19612.4,81814.84,30007.39,0,0,51807.45,1945.31,0,0
7700,31,M,South Asian,Southeast,57307.12,18048.66,75355.78,27619.46,0,0,47736.32,1853.5,281820.82,25580.65
7701,62,M,White British,Southeast,71033.3,22029.07,93062.37,29006.4,0,0,64055.96,2180.29,2301143.95,28184.8
7702,22,M,White British,Scotland,53639.11,10274.85,63913.96,24637.51,0,0,39276.46,1636.64,0,18311.71
7703,64,F,White British,Southeast,65479.83,18166.63,83646.46,27893.27,0,0,55753.18,2031.52,2097324.69,26100.02
7704,50,M,White British,Southwest,56352.95,8924.02,65276.97,22574.69,0,0,42702.28,1789.37,1024337.99,23804.89
7705,32,M,White British,Scotland,51915.77,7942.86,59858.63,20966.74,16455.12,0,22436.78,1386.83,150793.51,13632.28
7706,32,M,White British,Midlands,53773.13,NA,53773.13,NA,0,0,53773.13,1749.76,287358.28,20689.64
7707,65,M,White British,Southeast,73631.67,21339.33,94971,27364.71,0,0,67606.28,2240.3,2634455.56,0
7708,26,F,White British,Southeast,63182.05,NA,63182.05,NA,0,0,63182.05,2017.91,53041.67,24339.69
7709,55,F,White British,Scotland,50155.27,NA,50155.27,19777.32,0,0,40842.16,1743.53,1169764.14,26634.16
7710,42,M,White British,Scotland,55100.31,12067.24,67167.55,22291.27,0,0,44876.28,1758.98,738584.33,27886.76
7711,65,F,White British,Wales,50921,NA,50921,18616.9,0,0,40174.12,1704.64,1534687.09,30244.35
7712,54,F,White British,Southeast,65522.21,19051.06,84573.27,25786.48,0,0,58786.79,2077.77,1654229.34,0
7713,44,M,White British,Southwest,54048,11307.33,65355.32,21766.63,0,0,43588.69,1795.07,790862.91,25252.15
7714,45,F,White British,Southwest,53268.54,9656.1,62924.64,NA,0,0,62924.64,1710.91,799781.76,21444.48
7715,18,M,White British,North,56053.25,9037.08,65090.33,23675.77,0,0,41414.56,1765.73,0,17655.37
7716,57,M,White British,Scotland,55662.61,12722.14,68384.75,22940.34,0,0,45444.41,1825.95,1400128.96,29135.02
7717,17,F,White British,Scotland,46008.74,NA,46008.74,22748.49,0,0,35022.66,1589.85,0,13365.07
7718,54,F,White British,Midlands,51195.68,10277.76,61473.44,NA,0,0,61473.44,1676.66,1130147.47,25911.17
7719,31,M,White Other,Southeast,58349.85,15714.87,74064.72,27521.58,0,0,46543.14,1805.43,270994.15,21134.38
7720,27,F,White British,Southeast,59606.45,17454.74,77061.2,28319.19,0,0,48742.01,1851.82,98006.15,23677.56
7721,22,Other,White British,Southeast,62161.07,18851.35,81012.42,28240.14,0,505.67,52266.61,1911.07,0,0
7722,40,M,White British,Midlands,51646.08,NA,51646.08,21571.37,0,0,39408.31,1717.71,565190.84,22240.15
7723,58,F,White British,Wales,50839.65,NA,50839.65,NA,0,0,50839.65,1752.16,1284104.62,28010.06
7724,23,M,White British,Southeast,66669.17,19050.35,85719.52,30131.39,0,0,55588.13,1974.04,0,21934.55
7725,4,M,White British,Southeast,70938.79,19211.34,90150.13,27096.14,0,0,63053.99,2139.7,1774847.2,37803.19
7726,25,F,White British,Scotland,48187.74,9116.2,57303.94,18387.28,0,0,38916.66,1688.05,2709.83,12870.26
7727,26,M,White British,Southeast,66393.39,19300.84,85694.23,NA,0,505.94,85188.29,2036.25,57928.69,24089.31
7728,54,F,Afro-Carribbean,Southeast,54910.92,16768.98,71679.89,20993.06,0,0,50686.83,1901.79,1415469.86,30547.23
7729,61,M,White British,Southeast,70841.95,21107.47,91949.42,27850.82,0,0,64098.6,2204.11,2239124.49,28131.82
7730,47,M,White British,Southeast,68561.17,NA,68561.17,NA,0,0,68561.17,2111.93,1337778.94,36350.46
7731,24,M,White British,Southeast,65086.48,19290.8,84377.28,31592.61,0,0,52784.67,1981.38,0,17931.74
7732,46,F,White British,Midlands,49545.76,7970.17,57515.92,22098.26,0,857.06,34560.6,1577.84,692733.35,21305.48
7733,62,F,White British,Scotland,50439.34,9962.55,60401.89,NA,0,0,60401.89,1752.02,1514339.74,31236.91
7734,36,M,White British,Midlands,54530.05,12481.3,67011.35,20789.98,0,504.58,45716.79,1843.09,491860.15,24572.01
7735,54,F,White British,Southeast,65682.88,19936.49,85619.37,29012.16,0,0,56607.21,2055.46,1592133.43,34118.45
7736,45,M,White British,Southwest,56912.69,11732.72,68645.41,23825.45,0,0,44819.96,1757.39,861003.31,23446.72
7737,35,F,White British,Scotland,48279.15,9881.91,58161.06,21176.8,0,0,36984.26,1607.7,354062.07,19027.76
7738,29,M,White British,Southwest,52658.9,11081.95,63740.85,23087.18,0,55459.84,-14806.17,1270,0,8333.24
7739,19,F,White British,Midlands,46149.23,7846.16,53995.39,NA,0,0,53995.39,1501.68,0,14676.18
7740,31,M,White British,Southeast,67643.88,18796.65,86440.53,NA,0,0,86440.53,2005.72,334729.99,25102.32
7741,19,M,White British,Southeast,67015.09,20404.71,87419.8,33839.62,0,0,53580.18,1982.02,0,21816.19
7742,25,F,White British,Southeast,63209.95,20332.56,83542.52,28839.65,0,0,54702.86,2025.81,5398.44,21133.88
7743,29,F,White British,Southeast,63632.4,18090.76,81723.16,32477.53,0,0,49245.63,1881.88,191603.75,23366.85
7744,27,F,White British,Southeast,60613.58,17973.16,78586.74,28075.44,0,0,50511.3,PROMO34,101548.27,21433.12
7745,20,F,White British,North,47100.55,11167.69,58268.24,25562.08,0,0,32706.16,1534.85,0,16288.05
7746,41,M,White British,Southeast,71372.67,19378.25,90750.93,NA,0,0,90750.93,PROMO34,959906.23,28506.13
7747,51,F,White British,Scotland,52760.78,NA,52760.78,21960.32,0,0,44001.36,1772.87,1096734.38,24725.77
7748,16,M,White British,Scotland,51108.78,6713.56,57822.34,24186.69,0,0,33635.65,1611.07,0,15503.81
7749,60,F,White British,Southeast,70057.1,18956.32,89013.42,26982.04,0,0,62031.38,2173.63,2104882.82,26001.21
7750,17,F,White British,Southeast,59192.2,18927.07,78119.26,28159.55,0,0,49959.72,1888.55,0,20862.69
7751,50,F,White British,Midlands,53165.15,9512.44,62677.59,21353.17,0,0,41324.43,1766.22,988081.34,25198.66
7752,55,F,White British,Southwest,48022.36,11382.54,59404.9,21342.15,0,0,38062.75,1651.57,1091747.93,28414.11
7753,32,Other,White British,Southeast,59483.87,18714.73,78198.6,27078.6,0,0,51119.99,PROMO34,348167.05,23381.51
7754,33,M,White British,Scotland,53202.17,8519.26,61721.43,22545.13,0,0,39176.3,1664.03,305389.47,19205.89
7755,25,F,White British,Midlands,46326.58,NA,46326.58,NA,0,0,46326.58,PROMO34,3687.9,15583.2
7756,27,M,White British,Southeast,67274.7,18487.61,85762.3,29427.75,0,0,56334.55,2033.41,113781.01,26177.42
7757,43,M,White British,Southeast,74259.96,20729.94,94989.9,30951.61,0,0,64038.29,2151.54,1123292.4,35159.66
7758,32,F,White British,North,47678.36,8813.3,56491.66,24270.4,0,0,32221.26,1575.68,214018.88,15403.55
7759,26,F,White British,Southeast,60069.55,17373.25,77442.8,28605.63,0,0,48837.17,1874.96,56126.42,16455.32
7760,24,F,White British,Southeast,62983.55,20223.23,83206.79,34779.34,13718.72,0,34708.73,1566.78,0,15476.31
7761,49,M,White British,Southeast,70972.44,21819.35,92791.8,29992.67,0,0,62799.12,2146.38,1458998.67,0
7762,20,M,White British,Wales,55030.35,13875.66,68906.01,NA,0,0,68906.01,1711.85,0,16867.33
7763,19,F,White British,Midlands,42780.56,NA,42780.56,19609.81,0,0,23170.76,1365.27,0,12533.82
7764,17,M,White British,Scotland,53919.43,NA,53919.43,26600.72,0,0,38695.47,1642.4,0,16361.07
7765,29,F,White British,Southeast,59855.91,17796.24,77652.16,NA,0,0,77652.16,1905.53,196275.01,21792.03
7766,23,F,White British,Scotland,49013.9,10319.35,59333.26,24408.14,0,0,34925.12,1599.23,0,17342.81
7767,36,M,White British,Southeast,75772.51,NA,75772.51,34649.44,0,0,61605.97,2090.42,659704.09,27874.31
7768,64,M,White British,Wales,59913.43,13757.48,73670.91,NA,0,0,73670.91,1950.45,1955424.14,35156.04
7769,47,F,White British,Scotland,47202.15,9060.65,56262.81,NA,0,0,56262.81,1591.82,700867.91,17794.52
7770,18,M,White British,Wales,51241.26,8066.09,59307.35,NA,0,0,59307.35,1629.33,0,15759.8
7771,39,M,White British,Scotland,54569.76,9964.72,64534.49,21238.98,0,0,43295.51,1744.17,585062.92,24063.98
7772,34,F,White British,Scotland,49843.69,9006.16,58849.85,24408.57,0,0,34441.28,1567.24,299386.27,19841.42
7773,66,M,South Asian,Scotland,50759.69,9849.75,60609.43,20930.26,0,0,39679.17,1666.66,1547151.22,32166.69
7774,40,M,South Asian,Southeast,60208.14,16783.96,76992.1,26354.1,0,0,50638,1926.35,737738.81,0
7775,59,F,South Asian,Southeast,56250.11,15721.77,71971.88,NA,0,0,71971.88,1881.66,1637352.87,34909.76
7776,27,F,South Asian,Scotland,42722.74,NA,42722.74,17982.2,9908.46,0,14832.09,1270,31149.29,12400.04
7777,53,F,Other,Scotland,41435.25,0,41435.25,13199.95,0,0,28235.29,1426.49,740193.19,19652.53
7778,22,F,South Asian,North,35480.02,0,35480.02,NA,0,0,35480.02,1270,0,9796.86
7779,62,F,Afro-Carribbean,Midlands,42753.22,NA,42753.22,14782.85,0,0,27970.37,1428.95,968987.54,24821.2
7780,53,F,White British,Southeast,64668.05,20761.01,85429.06,NA,0,0,85429.06,2144.8,1653059.93,33802.69
7781,67,F,White British,Southwest,55851.84,9540.55,65392.39,20809.19,0,0,44583.2,1780.1,1792595.37,31402.09
7782,65,F,White British,Southeast,68934.74,19144.49,88079.23,30623.31,0,0,57455.92,2059.84,2219862.11,0
7783,34,F,White British,Scotland,47692.41,9105.93,56798.34,21521.48,0,0,35276.86,1605.56,302186.23,0
7784,58,F,South Asian,Midlands,40848.8,NA,40848.8,15959.31,0,0,24889.49,1407.88,762316.48,18967.23
7785,17,F,White British,Southeast,60403.5,16831.36,77234.86,29758.81,0,0,47476.05,1814.04,0,15641.54
7786,26,M,South Asian,Southwest,40723.76,0,40723.76,20647.39,0,0,20076.37,1301.59,23048.04,0
7787,4,F,White British,Scotland,46989.22,7469.86,54459.08,19982.88,0,0,34476.2,1568.12,520801.91,19475.52
7788,54,F,White British,Southeast,65493.75,NA,65493.75,27352.91,0,0,56879.34,2003,1596028.23,32767.06
7789,51,M,White British,Scotland,61202.91,10821.06,72023.97,NA,0,0,72023.97,1808.74,1178850.51,28458.19
7790,64,M,White British,Scotland,59003.22,12238.02,71241.24,21557.54,0,0,49683.71,1877.11,1867198.37,33983.84
7791,52,M,White British,Scotland,60153.1,10962.13,71115.23,21510,0,0,49605.23,1916.92,1295250.02,28317.36
7792,67,M,White British,Southwest,60233.36,9698.68,69932.04,21549.06,0,0,48382.98,1844.78,1953475.13,30980.47
7793,40,M,White British,Southeast,70538.53,17356.95,87895.47,NA,0,0,87895.47,2146.78,885477.85,25927.09
7794,49,F,White British,Scotland,53967.11,10745.21,64712.32,NA,0,0,64712.32,1716.51,927435.77,24619
7795,46,F,White British,Scotland,53930.88,12846.25,66777.13,22105.23,0,0,44671.9,1809.6,902294.81,28601.8
7796,24,F,White Other,Scotland,39892.62,NA,39892.62,NA,0,0,39892.62,1270,0,0
7797,50,M,White British,Southeast,70336.88,18562.92,88899.8,28971.79,0,0,59928,2067.98,1450496.22,34776.89
7798,50,Other,White British,Southeast,57080.75,17486.48,74567.22,26464.87,0,0,48102.36,1868.38,1154930.63,0
7799,26,M,South Asian,Scotland,44761.19,NA,44761.19,19994.01,0,0,24767.19,PROMO34,32357.47,0
7800,64,F,White British,Southeast,69670.55,20198.85,89869.4,27967.3,0,0,61902.11,2094.67,2343735.55,30204.65
7801,28,F,White British,Scotland,49442.56,13299.99,62742.56,22710.63,0,0,40031.93,1726.49,120342.52,17595.9
7802,39,M,South Asian,Scotland,45896.12,10149.58,56045.7,21156.51,0,0,34889.19,1602.23,465132.14,0
7803,25,M,White British,Southeast,69169.45,19315.59,88485.04,29149.62,0,0,59335.42,2046.59,6495.73,23790.81
7804,59,M,White British,Midlands,60337.35,12890.52,73227.88,21400.2,0,503.28,51324.39,1938.66,1683659.1,36271.44
7805,58,F,White British,Scotland,51548.56,9714.44,61263,19654.51,0,0,41608.49,1702.01,1314466.2,28286.4
7806,51,F,White British,Southeast,-1000,22075.11,87331.94,28542.88,0,0,58789.06,2083.69,1480525.31,34172.76
7807,47,F,White British,Midlands,52957.9,10766.39,63724.29,23095.52,0,0,40628.77,1699.61,858012.05,21036.5
7808,56,F,White British,Southeast,65964.01,17788.86,83752.88,NA,0,501.68,83251.2,2023.84,1669338.15,33734
7809,34,F,White British,Scotland,49293.46,6108.3,55401.76,20807.66,0,0,34594.1,1556.77,293964.89,16669.26
7810,66,F,White British,Southwest,50614.5,9379.94,59994.44,18038.32,0,0,41956.11,1767.93,1639884.99,31608.64
7811,19,F,White British,Southeast,59551.05,16553.99,76105.05,29017.21,14010.17,705.36,32372.3,1564.71,0,14189.27
7812,34,F,White British,Southeast,64439.59,18708.31,83147.9,26181.99,12433.71,0,44532.2,1782.31,387796.47,0
7813,22,F,White British,Scotland,-1000,9107.65,55780.44,20584.07,0,0,35196.37,1626.18,0,15787.75
7814,49,F,White British,Scotland,-1000,10157.83,60627.9,22191.86,0,0,38436.04,1649.36,879794.62,0
7815,46,M,White British,Southwest,54047,10468.62,64515.62,NA,0,0,64515.62,1716.12,814338.99,25585.59
7816,68,F,White British,Scotland,50484.28,10553.46,61037.74,NA,0,0,61037.74,1733.93,1749861.72,28506.51
7817,66,M,South Asian,Scotland,51091.35,11003.77,62095.12,21132.84,0,0,40962.28,1755.44,1602949.83,32397.35
7818,32,M,White British,Southeast,68706.24,19370.66,88076.9,29202.1,0,500.44,58374.36,2060.22,397384.99,24601.31
7819,26,M,White British,Southeast,68473.16,18806.32,87279.48,28848.06,0,500.07,57931.35,2039.36,66298.37,21072.71
7820,46,F,White British,Midlands,49429.91,10416.46,59846.37,21615.48,0,0,38230.89,1664.99,767591.22,20308.19
7821,65,M,White British,Southeast,70491.06,20020.2,90511.26,26730.83,0,536.83,63243.59,2124.32,2453331.66,26989.74
7822,19,F,White Other,Southwest,39339,0,39339,20755.26,0,0,18583.74,1270,0,7558.75
7823,47,M,White British,Midlands,55651.44,7339.6,62991.04,23186.23,0,0,39804.81,1679.36,834402.5,0
7824,41,M,South Asian,Scotland,49391.66,8832.95,58224.61,22251,0,0,35973.61,1638.98,553328.03,22807.52
7825,21,F,White British,Southeast,61784.98,17910.73,79695.71,NA,0,0,79695.71,1887.74,0,0
7826,35,F,White British,Scotland,47262.35,NA,47262.35,22210.28,0,0,34987.7,1555.2,332821.97,18679.28
7827,25,F,White British,Scotland,48435.1,9107.9,57543,NA,0,0,57543,1574.77,4506.5,14284.36
7828,30,F,White British,Southeast,62122.53,18740.42,80862.94,30302.12,0,0,50560.83,1928.41,244205.21,22300.26
7829,21,M,White British,Southeast,69591.56,15282.93,84874.49,NA,0,0,84874.49,1998.61,0,25273.68
7830,34,M,White British,Scotland,50437.51,11217.36,61654.87,22702.67,0,0,38952.2,1710.62,340276.85,17866.67
7831,25,M,White British,Southeast,66611.43,18392.37,85003.8,27282.59,0,0,57721.21,2038.91,2236.78,21999.58
7832,55,M,White British,Southeast,76507.57,20148.22,96655.79,NA,0,0,96655.79,2225.7,1913076.13,0
7833,32,F,White British,Southeast,63694.09,16842.09,80536.18,27775.13,0,0,52761.05,1963.06,362951.51,22709.05
7834,35,M,White Other,Midlands,46539.57,11177.16,57716.73,23222.64,0,0,34494.09,1612.59,334991.24,20289.43
7835,58,F,White British,Southeast,66971.55,20348.74,87320.29,29379.77,0,0,57940.52,2079.41,1851180.99,37782.6
7836,40,M,White British,Midlands,59176.73,12406.67,71583.4,27750.36,0,0,43833.04,1791.6,633705.57,0
7837,22,M,Other,Scotland,42054.61,0,42054.61,17992.5,0,0,24062.11,1403.94,0,15386.6
7838,24,M,White British,Southeast,66999.44,17060.62,84060.05,31231.03,0,0,52829.03,1909.89,0,22759.07
7839,39,M,White British,Southeast,-1000,19460.27,89274.82,30116.14,0,0,59158.68,2071.05,807325.08,30392.81
7840,41,F,White British,Southwest,50507.79,10808.33,61316.12,22590.32,0,0,38725.8,1637.36,593543.64,18148.07
7841,35,F,Afro-Carribbean,Southwest,38028.44,0,38028.44,13606.84,0,0,24421.6,1378.36,231396.73,14258.96
7842,28,F,White British,Southeast,59811.29,NA,59811.29,25766.85,0,0,51250.61,1940.54,152157.35,20627.12
7843,22,M,White British,Southeast,64189.9,NA,64189.9,28455.54,11925.13,0,44186.52,1807.96,0,0
7844,47,F,White British,Southeast,65127.56,17306.53,82434.08,28423.55,0,0,54010.53,1975.86,1148101.61,30574.13
7845,65,M,White British,Southeast,74943.59,17913.23,92856.81,27467.59,0,0,65389.22,2173.91,2545765.75,25215.31
7846,67,F,White British,Southeast,69156.8,18370.84,87527.64,25947.54,0,0,61580.09,2168.8,2509168.32,31270.93
7847,49,F,South Asian,Scotland,43644.76,0,43644.76,NA,0,0,43644.76,PROMO34,599424.49,0
7848,17,M,White British,Southeast,62704.5,22975.9,85680.4,34317.31,0,0,51363.09,1882.92,0,19513.26
7849,35,F,White British,Southwest,46670.08,7792.27,54462.35,NA,0,0,54462.35,1552.4,323606.66,17575.16
7850,48,M,White British,Scotland,56463.98,10482.82,66946.81,22696.73,0,0,44250.08,1748.89,972441.92,28773.66
7851,25,F,White British,North,49508.91,10012.49,59521.39,25814.71,0,0,33706.68,1550.1,2934.5,15761.49
7852,52,F,White British,Midlands,52787.62,10594.6,63382.22,19012.73,0,0,44369.49,1750.75,1153789.33,26138.1
7853,19,M,White British,Scotland,54568.01,NA,54568.01,27511.76,0,0,39339.6,1679.48,0,12695.29
7854,59,F,White Other,Southeast,56433.97,18913.11,75347.08,NA,0,0,75347.08,1933.28,1702755.7,0
7855,62,F,White British,Southeast,66714.74,NA,66714.74,26967.44,0,500.2,59797.49,2066.81,2144183.29,26564.43
7856,29,F,White British,Scotland,49754.91,10539.21,60294.13,21422.26,0,0,38871.87,PROMO34,144729.21,17276.71
7857,31,M,White British,Scotland,55039.55,10130.01,65169.56,NA,0,511.16,64658.4,1753.7,237976.12,21492.22
7858,22,F,White British,Scotland,44308.76,0,44308.76,18642.68,0,0,25666.09,1388.58,0,13740.19
7859,40,M,White British,Southwest,54099.14,13188.24,67287.38,NA,0,0,67287.38,1684.07,587740.36,24878.24
7860,54,F,White British,Southeast,65734.79,17570.68,83305.46,28498.77,0,0,54806.7,1949.94,1534567.61,29933.5
7861,21,M,South Asian,Scotland,44785.64,0,44785.64,20702.32,0,0,24083.32,1370.68,0,15251
7862,43,M,White British,Southeast,66765.87,NA,66765.87,29037.13,0,0,57133.59,2060.49,998288.59,27983.83
7863,31,F,White British,Scotland,45909.91,10973.72,56883.62,21043.23,0,0,35840.39,1620.63,210500.87,0
7864,63,M,White British,Southwest,-1000,12773.74,69551.9,22472.46,0,517.49,46561.95,1830.04,1701489.11,30203
7865,25,M,White British,Southeast,68056.9,18211.3,86268.2,31420.61,0,0,54847.59,2017.96,9169.53,0
7866,34,M,White British,Southeast,68804.95,22464.26,91269.21,NA,0,0,91269.21,PROMO34,516857.67,27239.89
7867,20,M,South Asian,Southeast,55810.99,17621.1,73432.08,NA,0,0,73432.08,1775.31,0,18088.15
7868,44,F,White British,Southeast,62031.77,20741.88,82773.65,26893.93,0,0,55879.72,1983.32,1026011.23,30096.39
7869,19,F,White British,Scotland,43101.9,0,43101.9,19426.97,10791.43,0,12883.5,1270,0,11111.25
7870,66,F,White British,Scotland,52433.02,10532.84,62965.85,NA,0,0,62965.85,1822.69,1745522.43,32622.08
7871,21,M,White British,Midlands,46333.91,9837.59,56171.5,20875.63,0,0,35295.88,1631.49,0,15115.09
7872,60,M,White British,Scotland,56694.28,9959.02,66653.3,18676.35,0,0,47976.95,1876.74,1616514.43,33873.73
7873,24,M,South Asian,Scotland,44579,0,44579,17586.15,0,0,26992.85,1401.22,0,13814.4
7874,50,F,White British,Southeast,78744.69,23857.97,102602.66,34066.4,0,0,68536.26,2267.55,1672489.1,35845.71
7875,36,M,White British,Southeast,66804.23,19953.49,86757.72,NA,12135,0,74622.72,1803.93,500606.14,27644.88
7876,64,Other,White British,Scotland,54651.62,9661.11,64312.73,NA,0,0,64312.73,1777.12,1699083.93,0
7877,28,F,White British,Southeast,63863.44,19787.45,83650.89,28865.82,0,0,54785.07,1958.17,164804.24,23891.01
7878,37,F,White British,Midlands,48492.18,8908.73,57400.9,23835.18,0,0,33565.73,1583.99,391324.41,19933.76
7879,53,F,White British,Southeast,66071.95,18317.9,84389.84,26075.84,0,0,58314,2084.9,1582429.85,35400.17
7880,31,F,White British,Scotland,46308.33,8497.54,54805.87,NA,0,0,54805.87,1527.32,188295.97,20168.26
7881,51,9999,South Asian,Southeast,63494.92,17190.09,80685.02,NA,0,0,80685.02,1990.4,1362788,0
7882,58,F,White British,Southeast,66905.39,NA,66905.39,26147.79,0,0,61096.76,2132.38,1958010.76,38998.11
7883,67,M,White British,Southeast,72157.38,21466.9,93624.27,28000.61,0,501.27,65122.39,2182.07,2656453.7,0
7884,54,F,White British,Scotland,50845.65,7586.7,58432.35,21578.4,0,0,36853.95,1654.91,1009508.6,24100.18
7885,43,F,South Asian,Southwest,43247.18,0,43247.18,18619.58,0,0,24627.6,1393.93,415176.46,15653.21
7886,19,F,White British,Southeast,62294.4,18491.43,80785.84,NA,0,0,80785.84,1873.8,0,16364.78
7887,68,M,White British,Scotland,62300.47,13269.95,75570.42,23387.17,0,0,52183.25,1925.5,2156930.53,26617.71
7888,49,M,White British,Southeast,71494.44,20299.7,91794.14,NA,0,0,91794.14,2185.32,1473380.02,36918.78
7889,4,F,White British,Midlands,44689.39,0,44689.39,18941.19,0,0,25748.2,1401.25,0,11462.91
7890,25,F,White British,Scotland,46413.17,8941.17,55354.34,24895.17,0,0,30459.17,1544.11,7974.82,19706.76
7891,23,F,White British,Midlands,45751.41,8475.98,54227.39,22272.26,0,0,31955.13,1496.81,0,10858.54
